82 1748
62 61 66
24 27 38
51 63 30
51 6 9
32 64 5
5 55 52
52 24 51
7 64 95
27 38 85
21 59 32
56 19 71
23 15 63
28 38 1
22 60 53
48 10 35
37 14 27
30 55 7
53 14 34
55 45 40
63 30 48
17 34 67
58 47 39
0 54 17
8 17 70
31 27 23
64 51 35
36 25 80
46 32 46
3 51 34
47 33 23
39 18 80
39 37 75
41 45 89
48 59 64
58 60 52
16 10 62
60 48 63
62 40 89
3 39 10
41 62 36
49 14 7
4 37 92
7 21 69
52 25 18
0 2 4
37 13 65
50 39 64
33 26 75
46 25 26
8 30 29
23 32 67
12 11 67
20 1 40
40 5 61
36 5 5
18 49 21
15 35 2
31 41 97
56 63 79
56 62 90
35 45 27
22 1 34
49 22 68
21 13 41
39 13 74
24 3 84
28 17 50
27 39 22
22 24 91
41 46 74
55 56 39
63 11 56
29 34 17
19 8 1
30 26 22
55 28 72
51 54 83
12 5 57
5 37 37
40 37 83
35 62 44
3 44 1
29 17 33
24 1 81
23 7 21
33 41 36
20 30 65
25 30 70
31 29 36
32 47 71
53 3 1
50 61 2
36 58 94
29 2 93
57 51 29
40 55 94
3 26 97
56 1 10
22 50 40
64 9 65
23 47 28
60 17 71
8 15 25
15 7 51
9 28 25
12 21 35
37 17 66
5 26 17
38 4 27
25 0 97
53 23 73
26 57 42
52 31 36
22 26 96
17 29 20
28 15 86
52 7 46
6 24 55
34 1 15
40 59 74
51 52 19
59 56 66
16 37 73
61 47 72
62 47 21
8 9 67
59 58 98
12 64 55
40 22 72
30 53 98
12 0 11
58 42 58
30 60 3
17 12 62
10 31 77
56 40 33
48 53 19
50 31 45
63 34 57
43 25 46
20 0 17
51 26 91
13 43 41
52 62 77
40 26 75
11 38 34
8 44 2
60 19 75
2 44 63
27 47 24
61 55 85
11 26 13
12 55 21
56 27 1
11 23 24
45 46 40
33 43 63
7 25 68
23 13 99
55 15 28
9 36 87
40 45 35
57 55 53
10 30 86
56 55 54
11 64 85
45 54 34
45 1 51
16 54 0
9 30 51
16 40 75
29 55 72
57 5 95
49 46 53
47 60 29
62 30 68
2 1 99
12 20 85
34 26 13
32 12 80
4 7 54
8 7 69
4 35 83
35 0 3
64 37 21
4 60 14
7 8 76
30 57 20
46 36 3
45 47 96
13 0 26
24 18 0
10 23 78
49 60 36
55 9 14
56 32 24
26 1 34
29 20 45
25 46 71
1 38 6
50 57 77
56 59 52
50 14 90
52 33 0
30 18 70
18 57 51
12 31 88
37 20 31
30 46 17
61 50 12
20 39 85
32 59 77
19 14 83
26 55 15
0 12 99
31 0 40
10 64 7
32 46 41
23 0 63
62 54 27
30 42 1
1 20 33
14 52 97
26 3 33
9 2 75
1 32 15
22 59 3
43 5 20
24 53 5
27 64 76
63 62 14
6 57 47
47 42 60
8 37 31
23 35 64
12 23 67
11 63 1
0 32 79
17 56 25
37 26 10
59 16 99
19 42 74
33 27 50
41 1 53
21 60 11
51 15 0
31 35 88
62 4 31
53 8 79
59 62 79
5 56 30
64 43 65
23 22 11
35 14 13
24 20 50
13 28 46
60 30 1
46 27 31
7 47 95
27 2 80
48 2 6
28 25 24
30 45 40
26 21 47
48 60 32
44 1 56
62 46 89
51 55 50
48 24 60
38 53 82
11 17 83
36 20 91
27 20 20
61 53 66
27 17 62
35 5 77
7 38 44
34 62 61
14 24 66
17 8 68
51 44 95
51 33 68
21 4 6
42 53 44
45 22 94
57 64 79
21 39 71
59 4 88
62 49 65
57 38 51
22 58 5
22 43 52
40 60 76
37 64 48
19 46 18
63 35 82
24 49 71
33 59 34
40 43 78
2 14 8
7 5 62
37 4 61
21 41 14
39 23 57
39 49 87
15 54 42
40 57 62
6 17 97
60 58 94
1 58 96
37 22 29
26 28 26
39 33 58
52 8 27
21 24 41
64 4 77
1 3 53
19 32 0
26 14 53
40 19 16
32 15 9
50 43 10
46 47 48
13 15 80
0 59 33
21 8 71
15 17 58
29 41 22
45 63 12
5 39 57
46 60 38
42 57 87
5 42 51
62 14 56
8 11 16
54 13 26
21 36 76
21 1 52
29 45 62
58 24 15
29 4 25
17 48 33
35 13 88
26 25 28
4 12 85
45 24 96
34 56 29
10 20 86
55 53 83
25 49 82
16 44 7
24 52 89
63 32 11
44 59 54
7 62 52
16 64 17
9 10 64
37 52 87
8 35 46
30 59 69
21 20 68
27 14 24
16 5 20
48 18 9
30 6 45
25 7 67
35 59 80
61 52 90
37 36 0
47 8 78
41 37 56
47 10 54
22 11 35
41 43 58
56 50 63
12 42 82
62 10 10
9 44 40
33 46 30
22 46 86
17 11 27
56 57 15
4 54 46
34 29 30
58 4 14
53 57 38
38 19 43
51 45 70
46 39 1
35 56 43
26 36 60
9 43 7
20 56 3
61 31 88
57 28 96
14 38 86
51 64 13
28 3 72
2 38 26
44 49 95
14 35 74
62 58 97
52 21 58
21 5 76
63 38 24
11 8 36
64 16 3
56 48 40
12 54 51
39 43 0
4 2 45
19 50 16
26 35 42
3 38 91
42 16 12
29 59 81
18 6 54
61 33 45
42 37 50
29 25 74
1 64 18
50 0 17
15 6 90
53 20 48
17 55 53
14 40 93
5 62 57
32 56 52
19 49 19
6 36 66
36 26 45
11 5 98
22 31 29
13 3 64
55 38 36
18 55 19
44 15 2
43 59 65
6 37 64
48 17 50
38 9 67
32 37 62
57 21 52
27 9 97
13 46 82
31 50 21
43 52 10
18 54 70
39 51 14
48 63 43
22 25 59
48 8 65
15 39 91
48 14 2
43 41 80
27 5 14
56 16 25
12 46 31
7 41 5
19 21 70
2 15 88
14 8 13
39 3 90
47 21 56
10 17 56
53 22 10
19 41 4
30 61 93
6 63 86
37 0 4
14 41 31
35 2 70
52 12 66
12 60 25
63 5 71
23 37 32
5 17 73
1 60 73
40 39 41
51 36 9
59 2 13
48 62 43
52 0 46
13 54 55
50 23 90
12 17 90
13 30 29
18 31 49
53 43 42
18 26 60
6 4 20
36 6 37
26 39 35
40 62 45
48 50 59
47 43 38
2 49 69
27 36 26
23 49 7
32 28 10
1 49 72
40 49 21
9 50 32
58 3 42
51 29 85
0 24 24
57 30 44
42 0 32
21 52 58
59 13 11
20 62 21
26 48 50
33 19 67
48 30 23
52 35 58
50 59 93
25 47 60
62 59 48
16 25 51
35 40 61
34 7 52
26 44 4
64 44 46
2 6 8
41 56 3
46 16 10
3 22 82
19 62 47
28 8 90
34 54 94
33 30 1
57 63 74
48 27 50
16 36 52
54 36 41
39 57 59
58 7 89
61 41 84
6 20 4
43 11 55
3 11 54
13 16 4
55 54 26
16 1 46
10 9 54
37 33 50
54 4 87
22 19 36
36 4 59
29 30 68
50 49 92
32 0 60
46 38 32
0 56 85
6 1 56
47 34 23
2 21 68
57 11 98
38 23 7
61 21 40
11 45 13
52 47 40
11 21 4
34 45 71
10 56 99
45 12 17
21 10 54
50 2 36
17 2 24
40 3 54
40 48 90
62 38 54
26 10 45
40 61 45
0 37 5
41 7 95
30 21 30
61 4 42
17 1 21
21 43 28
19 56 23
13 51 98
25 9 63
0 63 75
5 40 78
59 40 70
15 23 83
4 11 72
49 12 69
47 37 1
0 55 69
6 0 74
30 40 79
57 60 74
24 62 30
23 50 88
19 58 4
61 30 72
23 24 28
42 28 52
59 31 59
7 0 98
60 49 29
51 27 77
56 58 70
5 34 65
24 57 1
57 1 88
11 0 73
15 45 3
34 63 3
47 7 88
50 22 6
44 39 27
35 16 68
34 40 79
13 47 57
53 49 5
16 15 54
25 50 44
0 10 96
56 52 51
9 60 32
18 28 48
61 11 93
54 34 73
27 21 96
59 32 66
53 30 51
23 53 54
46 43 3
27 59 72
32 35 8
31 47 27
4 44 39
13 11 63
55 42 66
55 31 10
12 61 51
28 59 54
0 8 80
11 16 33
40 35 92
11 50 57
28 13 42
11 3 86
31 60 99
12 1 47
33 28 88
44 43 73
19 48 64
37 21 81
3 42 84
6 47 68
22 33 27
11 29 36
56 46 28
3 61 39
61 39 60
31 61 27
8 39 49
15 62 34
52 39 29
9 56 91
4 53 50
14 58 38
48 19 31
7 24 77
36 38 83
58 2 96
25 6 60
56 53 57
24 44 59
62 2 44
54 20 69
1 28 13
9 20 6
30 51 29
21 40 57
56 15 15
62 6 91
46 30 54
54 61 58
53 39 46
30 10 38
57 10 28
16 60 58
0 35 71
20 46 64
13 1 68
42 55 58
13 58 84
61 24 99
24 59 66
51 30 75
61 51 86
39 38 3
3 30 54
19 54 31
55 23 11
27 13 33
4 10 68
58 61 13
21 45 54
43 23 42
15 38 27
30 33 81
4 3 49
56 2 75
37 2 13
59 64 37
2 54 75
23 61 77
26 42 28
37 5 98
61 13 47
64 59 17
54 31 75
60 53 34
60 22 44
43 51 79
29 11 16
62 43 21
37 41 12
27 46 67
44 22 63
58 21 99
64 11 15
42 54 5
25 10 87
10 8 85
63 42 39
23 40 85
61 5 73
29 0 7
32 13 89
6 9 96
54 45 95
7 51 27
11 24 8
39 8 92
58 56 67
17 43 60
11 31 59
31 2 91
57 39 12
10 18 3
2 61 42
17 51 46
10 11 8
21 9 92
3 41 71
20 24 62
52 55 74
21 53 36
42 15 9
10 40 7
34 27 38
39 46 14
47 52 68
54 28 47
3 15 92
3 64 10
51 28 47
4 22 52
62 56 74
47 62 14
17 24 62
3 55 27
20 40 19
14 62 80
55 11 68
19 18 42
12 35 79
6 43 26
55 6 36
42 34 49
5 13 93
61 32 40
54 41 60
45 13 56
30 62 31
16 34 92
10 50 5
41 10 2
0 47 46
56 22 14
43 24 74
30 54 61
54 60 57
59 26 19
17 6 50
19 2 8
21 55 8
20 9 23
37 56 31
22 62 95
61 19 64
64 10 64
37 25 53
44 57 19
8 48 64
7 55 91
58 32 74
35 53 80
48 9 39
35 61 73
6 12 48
5 1 19
62 16 90
14 39 21
38 63 79
58 6 9
32 49 47
43 34 19
6 18 66
63 40 25
39 35 36
59 35 72
51 56 87
64 26 36
17 64 34
33 49 56
2 50 5
4 23 28
29 60 67
0 6 70
4 24 66
36 47 19
36 31 82
53 17 80
55 4 68
57 32 95
9 41 5
61 23 59
39 24 26
20 31 73
30 50 16
62 32 37
42 39 48
62 45 94
0 36 47
8 3 9
56 10 67
57 25 63
4 34 70
27 1 0
3 46 98
24 32 71
10 4 58
18 13 96
29 63 99
60 27 57
49 38 19
23 18 9
55 22 57
49 40 86
25 37 66
51 2 91
45 55 90
18 30 63
47 45 24
0 7 39
20 3 21
41 63 54
39 53 44
28 51 5
29 1 25
21 49 9
11 28 75
0 38 13
36 62 47
54 16 25
31 43 58
42 29 76
36 10 1
58 39 68
24 50 48
46 3 58
41 48 80
49 6 1
12 10 1
62 7 1
37 50 93
19 24 41
37 51 25
34 4 91
12 14 98
58 8 95
11 46 37
25 13 5
60 23 0
44 64 1
48 40 95
35 9 16
42 36 1
11 13 91
16 6 92
20 35 64
41 18 65
45 3 62
34 32 35
14 56 50
0 18 48
52 22 21
50 45 60
0 14 92
16 43 84
62 19 66
54 10 31
49 20 23
47 1 45
45 49 92
14 36 17
41 16 18
48 12 58
3 47 82
49 57 45
61 54 32
33 44 30
8 12 94
31 26 12
36 57 60
48 25 58
52 43 28
22 52 45
34 25 67
30 2 84
47 38 85
54 39 86
30 38 50
51 7 32
55 58 21
39 16 42
9 57 26
29 48 51
56 8 15
7 18 34
15 49 64
3 13 72
56 30 18
31 44 57
57 61 34
35 41 27
58 13 81
64 30 57
8 22 93
37 15 18
26 8 23
4 51 46
14 45 31
62 55 39
37 3 46
50 15 57
49 52 13
20 59 57
41 0 50
9 24 7
48 47 66
33 34 63
43 13 18
56 61 58
37 54 97
15 57 25
0 27 82
28 5 6
47 12 4
53 41 0
3 24 51
35 31 74
0 39 60
28 54 12
51 19 36
44 11 10
19 36 46
10 59 69
0 46 57
45 6 61
14 5 50
64 14 58
18 10 54
6 32 94
62 35 51
11 48 44
18 23 53
6 60 20
10 39 84
50 62 13
9 63 27
29 16 7
54 26 40
24 16 41
0 31 53
40 50 57
58 12 14
16 56 86
37 40 12
39 55 24
63 8 5
60 1 41
4 15 15
51 35 31
32 1 19
33 8 34
16 48 91
32 31 25
19 47 53
58 40 76
28 39 50
35 46 14
29 19 37
29 54 30
7 20 50
23 5 79
1 30 68
48 1 90
50 30 61
28 45 64
18 43 26
54 11 57
52 51 86
10 37 79
58 19 82
1 8 39
5 52 4
39 45 77
63 16 43
33 31 78
43 29 49
11 10 88
17 20 76
57 7 2
31 24 64
27 23 27
34 59 34
27 10 73
45 9 0
23 64 49
60 45 63
50 9 3
51 8 35
25 19 18
28 12 91
0 21 41
35 39 50
35 47 70
57 33 69
19 26 99
49 51 93
6 50 52
37 61 90
28 55 49
61 29 97
53 5 21
36 2 46
49 27 30
27 19 2
0 41 71
36 64 97
51 53 89
43 36 12
57 23 17
27 6 19
12 2 11
25 11 10
18 47 72
38 22 66
38 18 69
54 35 31
7 6 88
63 17 41
50 38 78
52 56 41
59 21 45
16 13 79
49 29 53
9 47 57
25 29 44
56 26 28
61 17 99
15 19 44
25 51 68
54 22 33
42 22 88
60 46 31
56 42 79
15 28 10
18 32 15
0 1 51
60 12 13
36 51 48
23 26 34
7 43 62
9 64 50
31 56 91
58 49 9
2 64 79
63 58 17
58 63 5
36 28 36
25 34 40
54 17 17
9 4 9
5 53 26
55 25 11
62 34 80
10 1 22
57 20 49
41 23 53
20 12 6
23 25 79
5 46 7
37 24 39
32 10 51
39 0 1
9 52 24
54 29 1
14 23 85
64 36 36
45 56 89
4 17 63
21 25 94
11 25 14
44 18 29
9 38 41
0 48 90
4 5 75
54 42 50
34 52 48
15 58 64
44 27 88
57 43 44
58 38 1
2 43 70
28 4 18
0 15 95
6 62 25
25 5 14
23 58 21
38 49 24
42 33 59
48 43 15
15 20 81
34 17 90
43 62 28
47 19 87
3 57 17
19 20 86
55 63 75
18 63 51
51 21 85
37 23 14
0 4 0
38 11 86
39 52 70
0 45 80
18 4 95
55 34 55
1 54 31
29 10 22
57 54 30
60 32 20
15 22 49
9 48 12
5 27 29
14 18 61
35 32 33
19 29 30
21 46 38
57 42 81
22 51 15
17 53 62
26 64 29
25 27 70
15 52 86
1 9 64
60 43 80
10 33 8
23 54 40
45 60 45
41 33 6
20 33 17
40 17 7
27 62 10
12 32 43
48 0 23
26 5 84
52 54 42
41 59 45
42 49 36
38 1 66
46 49 32
45 35 64
34 31 61
43 54 5
58 16 2
46 53 58
15 0 75
59 28 38
14 16 64
1 25 75
62 0 86
14 55 3
22 28 96
49 11 19
52 42 83
10 43 94
47 25 35
36 39 27
41 57 1
26 59 75
46 48 15
51 0 95
55 17 32
2 40 66
9 19 93
62 22 91
46 52 58
42 43 32
4 55 38
60 38 52
51 59 1
59 11 59
26 47 41
1 51 86
55 3 79
57 59 42
39 27 32
31 38 45
56 49 32
22 54 58
46 9 24
41 22 97
50 7 38
7 1 11
48 4 87
34 6 48
38 17 47
37 8 39
29 7 13
16 49 47
9 59 50
63 23 77
8 36 1
31 6 8
60 28 62
63 46 85
53 27 80
62 8 55
12 43 43
28 31 53
56 5 50
33 18 52
18 2 46
27 41 66
6 59 0
15 60 2
34 3 49
1 2 34
62 21 91
12 51 67
57 48 0
21 48 10
27 8 93
61 64 93
62 51 28
28 34 50
36 41 35
14 6 81
9 53 22
51 16 90
54 32 14
64 38 42
15 12 3
44 0 32
7 10 34
11 40 4
37 34 10
55 21 83
34 28 57
18 39 61
45 0 83
22 36 85
15 2 84
15 36 12
32 6 24
20 7 10
7 54 62
64 41 12
14 43 46
33 7 92
58 17 46
41 54 56
25 41 46
0 3 55
40 18 80
37 53 39
31 39 35
24 8 38
64 48 89
53 61 29
10 16 22
34 12 1
22 2 11
0 11 64
27 51 30
41 19 36
25 39 82
30 12 36
3 18 26
5 31 92
2 5 62
25 33 56
55 20 87
20 19 19
28 14 97
21 14 15
51 41 92
32 39 45
49 36 1
26 7 4
19 6 14
9 40 2
39 48 54
27 54 69
17 57 76
33 23 33
61 60 62
15 33 48
39 10 83
56 3 12
26 2 94
30 49 78
36 43 36
41 28 40
14 129
5 0 0
12 3 25
4 8 20
10 2 71
10 5 84
4 1 17
11 8 32
13 2 14
2 6 92
11 0 37
13 3 57
11 4 41
12 10 2
9 7 49
4 9 82
7 8 9
7 5 58
11 2 89
3 0 73
12 0 58
5 2 55
11 1 16
10 3 87
12 2 75
2 3 45
2 10 12
12 5 58
11 10 65
2 13 3
1 8 14
8 3 13
2 9 35
2 7 33
1 12 21
4 3 63
3 7 29
5 10 31
4 5 72
8 6 28
4 10 22
6 1 99
3 8 13
6 3 91
5 9 21
4 6 40
3 2 49
5 13 85
9 10 28
1 0 49
7 4 28
7 6 78
1 7 61
11 3 84
5 12 8
7 12 41
6 5 5
9 11 79
10 4 35
1 9 8
6 4 33
13 1 61
13 10 51
0 6 5
9 13 56
6 12 54
3 13 75
1 5 98
4 0 23
12 9 47
0 11 89
3 10 61
3 12 14
11 9 63
5 11 13
11 13 11
0 10 50
8 12 57
12 1 97
5 4 85
0 2 91
7 10 10
6 10 9
13 7 21
13 6 15
8 0 71
12 4 68
11 6 18
8 2 26
5 7 97
9 5 64
12 11 98
0 7 55
2 8 86
13 9 47
12 13 62
0 3 98
6 8 8
8 5 6
9 3 57
1 6 48
7 3 27
12 8 99
3 6 69
7 2 35
13 4 14
2 5 48
6 13 35
7 13 88
0 5 18
13 8 43
4 12 83
6 11 99
2 0 33
7 1 85
13 12 7
4 11 16
10 8 97
1 4 93
2 12 76
11 5 75
10 12 43
8 1 87
2 11 40
0 9 98
8 4 95
12 6 21
11 7 30
6 2 95
1 11 39
104 3910
11 80 67
22 67 33
64 61 56
85 19 51
94 27 21
77 59 99
26 49 27
63 90 75
34 87 57
46 60 23
36 70 16
34 83 5
85 88 13
34 72 12
58 66 65
34 52 26
76 4 18
47 55 37
61 57 69
28 64 86
46 39 0
39 38 83
14 99 32
77 40 10
55 35 31
36 89 39
99 39 6
20 34 90
12 25 76
50 39 19
50 96 86
19 36 42
75 84 26
43 32 57
45 82 3
70 60 99
24 78 99
38 48 34
27 67 42
63 70 53
36 95 65
72 89 49
9 103 1
101 63 48
61 19 63
33 99 80
20 5 3
89 18 44
44 48 61
59 62 85
28 11 53
79 63 38
5 89 31
70 52 70
6 0 24
102 33 53
59 21 3
3 58 93
15 93 17
19 7 51
1 38 60
2 14 65
74 5 13
20 78 65
89 31 58
27 77 46
17 2 59
63 38 0
34 63 67
88 103 67
27 43 86
27 47 70
70 8 47
63 4 20
3 14 6
1 42 37
59 78 31
16 100 74
54 61 85
75 8 90
103 62 80
0 79 17
8 102 38
25 12 77
74 14 22
74 78 76
65 29 75
19 75 27
42 0 73
27 63 68
74 73 17
101 32 97
65 46 23
57 94 32
57 68 1
77 53 37
26 28 49
29 17 19
97 100 65
68 78 70
74 44 27
11 41 90
69 35 20
21 66 26
80 54 17
9 30 20
20 85 71
37 92 1
74 101 39
23 39 6
64 21 51
20 71 34
34 38 6
33 64 73
50 31 14
6 38 82
26 68 2
78 26 87
56 87 26
64 54 0
1 72 87
44 99 66
49 36 55
22 45 13
94 46 5
96 57 22
72 53 14
67 50 38
30 95 75
94 2 22
32 9 59
79 87 96
64 97 87
19 13 16
60 42 79
36 5 17
47 73 14
73 81 4
3 28 96
8 41 40
85 102 84
39 36 60
15 63 4
94 38 82
66 81 51
88 37 19
3 17 10
53 47 3
34 32 36
36 33 62
32 49 38
12 66 1
15 19 20
81 102 55
59 87 95
49 99 20
65 102 37
91 33 24
42 54 76
2 12 15
36 67 66
97 3 94
46 36 92
39 71 97
72 65 80
103 98 1
32 27 18
27 75 70
10 80 44
47 43 89
4 12 13
97 0 24
98 23 7
36 73 83
46 90 79
23 6 3
67 98 62
11 75 58
80 78 75
59 63 30
79 102 97
12 47 63
6 60 54
73 83 54
53 0 67
14 89 9
64 93 97
8 92 66
36 11 85
15 60 99
44 58 56
59 64 73
90 1 25
47 79 64
27 5 92
99 96 56
76 27 77
89 38 86
19 67 7
59 8 60
100 5 85
80 75 43
21 60 31
103 30 9
20 25 74
83 47 26
13 2 92
45 101 0
72 42 92
87 5 55
21 5 80
75 43 90
44 51 63
63 73 96
1 67 27
81 88 59
46 0 55
44 17 97
1 20 11
33 97 30
94 67 24
96 33 51
96 77 64
87 56 58
40 38 67
83 60 68
91 55 62
101 77 69
34 1 53
83 37 58
13 65 89
22 37 25
76 16 34
27 24 58
36 35 37
53 12 33
8 87 1
101 16 9
52 67 12
100 46 37
83 67 47
20 103 94
82 66 17
17 78 2
14 98 61
58 2 40
56 86 52
92 58 33
24 45 90
30 51 32
46 102 78
61 65 5
4 90 39
19 28 95
11 15 24
99 67 41
52 1 33
0 34 7
67 9 13
83 97 61
71 28 7
90 92 85
93 22 15
38 81 5
71 88 65
56 23 90
101 72 13
55 65 6
81 77 94
100 24 54
86 92 74
58 64 37
57 58 46
90 34 62
76 88 97
38 52 34
45 38 73
64 9 55
36 65 41
75 69 56
67 48 83
88 100 61
80 13 92
3 10 36
33 89 68
58 24 43
66 50 72
20 37 68
38 18 20
52 65 31
83 99 64
87 75 80
67 16 60
56 31 9
82 71 36
89 84 81
10 82 46
13 89 95
7 71 8
35 2 46
73 100 21
91 93 34
97 96 64
17 68 68
82 55 33
1 23 84
66 18 0
78 62 55
45 85 53
9 23 18
52 56 70
39 49 35
37 20 27
52 78 13
61 34 2
57 64 19
67 71 31
80 84 52
100 62 26
86 31 48
58 79 6
58 38 86
60 0 38
39 61 75
59 40 73
87 96 73
7 53 95
52 35 42
88 16 32
2 101 3
2 81 11
44 73 10
94 43 65
15 36 73
34 24 53
48 67 30
85 5 40
18 14 52
69 79 36
55 87 33
71 56 71
41 84 93
28 59 20
102 98 79
41 54 19
102 68 33
55 76 2
93 18 75
58 81 91
71 85 60
30 82 67
80 88 83
84 0 49
7 73 2
3 27 9
100 6 40
43 71 12
32 90 62
98 35 9
13 73 62
16 98 75
56 95 20
2 65 11
2 30 73
29 47 38
57 83 43
100 57 82
78 1 35
91 61 35
33 1 74
26 25 27
22 59 94
30 58 68
88 80 90
21 77 45
92 16 14
64 87 81
83 18 96
39 10 89
52 72 94
4 83 73
65 37 7
28 16 67
67 74 76
26 10 52
79 74 51
63 50 13
4 50 10
37 63 90
79 39 73
26 97 56
44 22 13
53 102 72
90 96 45
79 67 24
90 89 0
85 67 67
101 40 28
84 10 45
48 55 84
43 0 49
72 36 70
14 100 12
84 25 3
37 26 40
27 100 4
39 70 99
81 101 5
27 95 82
30 99 36
24 39 73
30 14 44
87 62 45
74 39 68
83 45 33
7 23 88
35 57 57
2 11 2
68 33 67
48 26 68
58 43 12
53 40 34
17 34 90
16 85 94
17 103 42
30 52 46
50 92 32
84 55 49
42 3 67
31 7 56
78 40 91
20 7 52
65 83 65
71 41 16
90 21 26
34 6 60
89 15 55
3 73 48
54 91 66
85 1 42
35 94 74
13 48 49
87 45 19
100 40 17
35 101 21
61 66 15
60 41 33
79 9 46
26 59 2
97 40 45
75 40 35
64 39 50
89 0 49
48 16 85
48 0 67
94 24 68
21 9 0
72 4 76
31 9 17
26 67 1
81 50 50
13 26 30
9 47 16
99 24 82
76 53 68
30 70 5
44 96 96
26 71 99
76 82 44
35 32 80
24 70 44
98 44 68
74 32 69
27 62 15
88 15 93
73 17 39
12 67 38
74 98 8
87 52 97
26 91 5
99 88 18
103 0 77
8 12 1
86 12 76
6 5 20
73 79 25
20 84 87
53 69 47
66 15 40
16 31 23
32 45 3
37 34 97
102 32 1
39 91 12
67 27 98
72 7 3
85 22 46
18 89 9
53 72 6
80 51 8
86 91 12
69 27 72
83 80 52
16 40 7
17 102 51
49 57 98
19 17 94
12 26 51
13 100 5
51 32 14
73 59 66
91 86 77
6 69 61
8 4 84
30 32 94
68 55 42
46 94 94
20 18 15
51 46 91
87 100 48
96 63 34
27 21 87
7 46 42
73 6 21
58 49 70
73 29 66
60 91 76
7 15 72
67 35 34
16 67 37
76 8 57
1 76 75
26 2 93
47 38 14
21 68 65
51 99 71
47 77 3
68 28 66
49 42 62
62 15 93
91 81 49
23 26 19
96 0 9
87 43 37
35 11 46
52 19 44
2 102 82
98 20 83
18 57 53
53 79 85
25 1 58
55 97 95
39 11 33
7 38 94
70 11 78
58 82 51
66 76 58
85 83 67
99 48 30
58 47 74
69 62 85
96 25 50
5 1 83
2 49 99
41 59 65
14 86 60
52 46 19
3 76 68
62 48 39
35 30 9
74 53 9
75 73 76
90 40 18
78 8 43
96 103 97
29 66 95
59 103 70
86 93 94
74 13 8
68 83 14
31 28 99
46 86 53
9 62 31
103 96 40
39 12 5
68 19 50
99 49 30
58 97 6
93 33 79
83 31 7
81 58 68
25 65 96
94 10 10
13 63 54
9 53 32
79 56 66
46 71 75
32 62 65
49 1 37
33 11 89
33 41 40
83 19 56
96 74 37
14 80 2
38 10 57
36 81 68
97 34 7
16 19 42
22 4 78
89 23 79
18 69 96
55 6 8
93 9 74
48 56 54
78 55 47
6 24 55
77 96 30
47 7 2
65 38 78
97 72 38
24 50 87
52 18 19
101 91 71
87 15 79
16 95 67
41 4 40
30 13 97
18 29 25
91 58 12
14 32 49
80 8 41
100 102 74
66 4 22
65 24 33
0 30 92
36 62 23
91 49 56
78 7 5
74 7 96
21 65 9
8 97 1
3 67 11
83 24 80
25 13 30
63 92 37
30 35 27
42 63 25
40 59 1
98 9 50
85 76 30
13 88 40
33 20 64
83 32 96
40 22 57
19 47 4
30 42 98
50 91 82
61 73 70
0 64 55
78 81 33
54 103 91
11 7 24
6 44 50
24 81 33
51 35 9
11 102 77
79 15 67
60 57 91
26 20 27
61 46 20
34 51 78
42 23 48
12 82 0
20 33 0
72 60 74
62 99 96
23 91 32
78 75 70
100 35 65
4 49 78
91 53 55
24 20 3
4 101 34
0 15 69
60 103 78
45 28 70
29 13 41
72 58 61
7 98 44
85 17 50
88 40 15
43 47 42
49 92 66
52 88 0
47 3 14
22 80 92
84 99 10
58 52 39
29 21 70
24 67 41
35 17 3
43 74 29
31 44 5
91 23 97
26 29 51
82 65 92
25 71 72
17 85 9
66 59 79
9 48 50
64 1 35
50 100 35
103 77 75
62 81 86
59 51 33
1 9 81
0 57 34
54 5 17
93 89 80
100 92 60
31 100 93
84 21 95
36 49 81
89 65 21
100 47 50
71 1 99
43 81 83
6 22 27
52 66 12
2 56 89
11 88 58
92 78 73
61 11 66
31 77 5
33 102 3
92 56 33
81 49 74
44 67 19
55 93 97
95 60 16
16 45 46
34 58 39
19 63 93
99 65 83
0 49 27
84 101 69
22 63 72
60 4 42
89 8 49
61 44 48
100 48 37
77 75 1
88 89 79
12 89 89
34 47 23
47 2 91
89 83 50
18 101 50
95 26 65
2 47 74
96 98 12
89 97 0
35 0 28
97 20 58
87 73 33
93 38 23
5 35 25
74 77 42
89 16 70
96 24 26
68 32 73
9 66 89
14 52 53
50 38 46
83 59 10
69 52 96
12 38 82
56 39 48
91 15 57
39 103 54
80 2 29
92 103 55
6 83 55
26 15 22
75 10 79
42 100 74
55 46 16
33 78 39
24 60 98
76 73 28
96 93 67
68 2 71
91 4 9
27 74 86
48 73 29
6 54 55
77 15 29
12 11 9
35 59 70
53 23 42
22 21 52
100 74 98
94 74 89
27 51 77
5 6 29
49 24 79
86 101 84
85 64 99
81 43 72
61 85 85
21 92 47
102 6 67
70 71 39
47 61 54
62 45 7
21 48 37
20 17 65
74 8 75
25 55 40
80 9 63
41 25 8
53 50 64
6 10 27
82 46 18
77 76 11
40 85 82
94 18 63
30 25 74
1 100 83
57 15 78
98 90 92
54 14 90
37 39 39
19 3 62
5 65 88
10 14 55
60 76 82
16 64 38
80 3 13
17 0 47
94 9 17
68 0 52
62 89 61
50 62 83
14 33 73
14 69 46
54 55 51
69 22 22
67 73 20
85 95 45
85 91 85
78 103 20
25 33 25
69 12 3
8 27 46
5 33 78
35 72 37
83 71 47
61 86 61
62 2 30
6 49 48
98 95 0
4 15 55
42 82 4
6 23 77
35 96 74
10 78 40
