29 189
61 112 91
113 19 0
53 40 30
33 32 45
4 28 80
89 54 53
94 69 46
39 107 99
65 93 84
99 63 99
16 97 85
101 73 11
99 95 95
7 1 49
13 71 48
88 99 4
108 56 34
43 2 46
2 6 36
7 9 49
19 9 8
98 10 88
44 37 81
69 5 79
21 86 31
97 102 84
66 105 89
51 106 36
89 1 32
103 71 49
15 89 97
84 5 19
34 72 36
16 108 89
12 48 32
28 79 97
28 33 58
95 51 40
109 74 76
95 22 88
46 34 75
110 61 89
41 1 54
103 114 42
16 90 13
34 70 17
71 3 90
41 51 19
63 21 38
58 43 23
82 75 41
33 43 26
21 28 23
113 26 97
38 11 13
4 96 5
30 109 35
9 88 78
53 58 12
82 6 99
60 39 61
29 86 92
9 92 79
92 98 38
98 113 57
104 86 1
83 39 19
15 16 79
12 15 82
8 90 48
97 50 82
34 88 87
101 77 25
15 78 85
41 5 55
33 40 21
90 93 97
36 57 19
24 95 31
19 85 83
32 48 59
53 100 70
11 61 89
25 107 81
10 85 77
110 1 11
108 34 42
50 111 19
114 10 62
19 39 53
28 98 65
85 39 64
17 27 55
34 53 99
18 93 95
1 17 70
20 82 47
57 6 4
11 67 59
91 31 76
105 14 4
98 59 91
113 0 41
52 105 43
28 58 21
23 93 51
112 7 85
94 22 56
43 90 43
62 3 54
11 108 52
94 65 92
22 111 31
21 58 77
35 78 77
34 9 64
57 98 59
10 105 90
35 85 18
105 93 89
11 92 17
102 30 90
65 92 15
76 65 22
101 4 12
94 8 13
26 14 49
9 100 93
70 86 79
94 3 57
21 90 76
4 48 96
81 11 90
28 40 45
71 104 41
69 75 74
43 9 2
22 90 0
51 65 50
106 64 76
54 41 67
77 42 27
97 41 76
65 75 60
93 54 46
81 100 22
85 19 24
54 0 19
19 15 0
47 90 96
63 90 82
60 53 22
57 102 28
79 15 43
20 23 36
114 111 26
1 10 57
32 69 40
92 31 14
104 44 32
112 16 79
41 97 60
89 83 99
42 36 38
19 68 52
93 94 70
58 30 56
79 114 51
93 57 57
37 3 90
95 53 21
99 94 54
95 74 38
89 15 44
52 16 62
63 64 99
107 14 6
95 2 52
25 114 76
50 63 57
51 112 76
35 46 64
90 51 47
59 71 38
0 88 94
19 91 25
86 48 52
114 11 38
114 69 48
105 79 43
69 89 81
21 26 24
34 59 51
86 106 86
28 81 96
20 103 66
107 109 15
91 98 7
24 110 73
46 109 25
100 30 82
74 14 64
10 47 80
26 25 89
93 77 66
70 72 12
69 7 37
41 45 31
102 97 15
97 94 47
16 91 73
23 28 20
107 76 76
52 78 22
1 55 22
104 74 15
31 104 7
83 7 95
6 10 25
14 100 57
74 89 92
32 14 35
54 73 28
99 29 59
24 23 82
16 107 39
91 43 27
5 3 61
69 80 16
52 97 70
7 68 21
3 36 61
66 75 89
84 102 31
9 14 35
113 106 78
100 80 27
81 43 27
34 50 35
105 26 8
77 44 99
71 27 74
22 77 38
54 50 68
41 83 86
30 37 58
98 23 69
58 22 42
58 2 96
43 111 10
95 36 53
35 103 7
58 83 83
67 13 30
65 45 9
106 86 6
53 91 84
34 98 9
114 9 28
86 74 75
47 87 8
22 23 37
62 14 87
111 1 39
8 106 72
21 14 36
114 12 59
6 18 66
81 106 94
92 53 21
96 20 69
16 17 39
38 59 44
66 13 96
61 19 81
34 78 5
54 74 55
25 90 41
80 68 41
70 94 24
62 77 71
7 61 48
15 4 88
17 100 18
51 111 39
98 54 74
1 96 32
7 11 71
53 75 32
20 79 28
30 81 67
8 93 94
83 40 60
33 110 83
73 46 87
49 100 12
9 70 44
78 55 78
97 81 90
43 64 57
29 12 92
53 36 4
14 5 42
39 52 21
104 107 83
15 9 35
28 30 14
95 107 91
46 10 21
74 10 14
59 103 95
3 28 23
85 47 82
68 52 25
30 70 30
106 107 75
14 71 57
5 57 55
69 25 66
89 62 61
107 68 47
83 67 23
49 43 94
107 0 50
32 13 60
1 48 48
84 41 77
52 35 63
21 73 88
83 105 5
107 77 41
112 103 55
112 99 99
29 84 57
51 92 10
4 12 67
46 87 97
82 9 81
8 99 92
51 4 3
105 51 75
29 8 21
66 65 96
63 113 68
31 21 28
45 40 33
96 99 25
70 35 35
1 73 37
99 81 14
101 50 86
43 4 29
16 9 59
82 112 16
83 37 25
107 22 32
89 26 79
70 22 38
85 37 28
107 79 18
88 52 81
99 91 58
21 15 19
39 70 82
57 15 73
62 53 57
114 6 70
9 59 72
47 14 93
109 103 50
26 49 36
44 9 47
75 77 99
36 75 62
85 50 16
84 20 53
72 57 84
24 14 93
54 6 5
101 13 13
71 24 45
46 105 14
84 76 30
48 105 57
70 39 71
35 73 16
12 57 36
111 65 93
75 48 39
28 54 24
42 34 16
42 114 43
106 84 3
68 102 90
78 25 51
14 98 94
10 111 0
30 36 2
14 113 20
102 45 79
56 85 1
33 35 73
74 7 46
36 33 30
91 33 36
58 3 77
50 30 66
35 114 95
57 94 83
30 49 68
85 63 7
46 14 44
71 82 59
60 109 24
106 111 4
74 31 31
59 41 22
37 85 89
74 84 62
114 76 68
47 15 7
38 1 56
57 11 68
71 83 44
114 39 72
79 62 1
74 26 60
20 97 68
94 64 60
4 59 22
65 76 0
51 82 14
47 53 0
69 61 43
59 109 42
106 15 5
19 72 64
93 42 33
78 92 68
10 88 97
48 81 18
12 39 56
77 62 95
27 44 71
112 14 5
99 101 37
45 4 39
107 70 72
46 55 45
88 46 11
79 46 65
96 8 60
31 77 28
95 5 35
87 67 68
66 110 21
45 14 94
41 4 99
2 95 96
17 84 38
88 68 94
42 56 85
88 102 77
71 113 37
49 95 64
103 94 92
95 27 74
64 0 46
32 61 15
0 58 20
41 22 30
113 7 45
12 44 69
69 2 20
18 2 70
109 27 25
96 48 16
10 38 49
60 7 57
8 72 0
19 65 18
42 51 63
35 71 9
11 49 95
41 55 91
108 111 69
95 7 67
54 29 76
94 66 63
64 79 62
92 30 34
66 64 97
54 81 54
23 9 49
20 110 43
80 19 15
4 42 30
97 114 78
23 13 13
107 27 52
30 107 74
87 5 57
112 60 16
7 102 81
100 40 77
19 64 87
58 99 86
78 16 28
111 23 44
9 57 17
102 101 5
52 26 81
49 73 87
58 79 29
105 30 40
87 60 72
99 12 20
101 28 83
112 54 99
73 84 12
110 11 76
39 19 59
50 98 33
106 26 53
13 69 88
22 114 33
51 84 42
53 103 87
13 19 36
6 15 41
112 31 56
64 23 49
54 61 72
62 40 9
28 107 52
44 18 91
113 62 42
21 79 87
111 97 72
110 64 58
75 111 41
48 8 26
65 113 40
57 112 71
42 28 55
103 69 51
70 101 84
104 26 6
23 56 5
98 88 57
79 87 74
113 10 58
2 74 15
102 49 52
56 71 54
23 87 55
74 33 84
69 104 31
5 94 22
25 67 96
73 15 30
34 95 94
13 4 78
113 17 82
69 26 58
57 43 61
72 0 30
17 2 76
8 36 57
60 16 32
81 34 63
52 68 19
67 104 51
2 5 8
30 112 9
24 19 82
67 61 63
55 15 33
61 47 94
43 68 20
83 46 0
77 12 78
84 36 43
80 8 90
42 41 94
43 54 18
8 41 58
22 81 22
15 67 12
77 73 86
63 93 99
113 24 0
38 72 51
21 110 21
69 22 80
96 66 54
88 50 49
98 3 45
67 16 26
46 26 89
100 16 20
90 49 97
19 70 7
106 88 89
11 75 84
18 77 78
39 31 22
71 80 67
74 5 37
60 73 2
74 24 90
80 105 16
84 9 49
114 2 81
87 104 38
58 88 71
39 93 44
29 47 67
72 100 30
34 13 96
38 13 16
75 63 0
8 38 35
53 54 69
55 43 98
59 51 73
95 35 23
66 8 1
36 3 95
7 95 57
58 10 46
8 67 45
73 75 71
75 23 65
6 38 57
96 104 8
23 66 20
35 42 2
52 600
29 6 24
21 9 87
13 49 43
28 19 32
34 31 75
24 35 28
48 13 75
33 29 89
51 39 64
11 35 6
24 49 66
9 50 19
0 35 5
49 8 18
11 14 18
23 37 28
48 3 78
13 30 68
51 1 62
11 43 45
51 12 26
5 12 65
0 37 46
50 22 11
32 38 4
12 26 8
40 49 1
21 50 38
10 35 16
51 5 35
6 30 55
28 3 89
43 25 67
41 15 52
30 6 0
32 22 98
45 3 17
13 12 14
46 1 49
10 29 17
26 38 38
33 3 81
35 19 42
28 32 8
10 42 51
31 7 81
44 42 12
43 46 31
35 33 46
2 39 15
13 34 68
22 20 38
49 45 72
15 32 2
49 42 0
13 0 45
7 31 17
37 30 74
0 46 88
31 39 21
50 6 36
41 51 91
10 50 26
16 17 58
0 30 12
40 12 35
28 51 49
3 5 60
34 38 87
20 39 45
46 11 66
32 27 78
30 15 48
2 22 28
23 19 30
3 34 77
43 19 74
13 8 79
13 3 63
43 11 77
42 28 95
49 26 29
35 0 75
19 33 54
27 16 84
31 20 37
11 34 16
34 1 96
8 36 83
37 46 52
44 24 58
0 39 36
16 29 80
38 30 48
30 35 24
18 6 94
40 0 54
13 24 22
9 12 98
42 8 62
0 34 20
26 27 26
34 12 37
34 41 35
26 4 49
38 16 2
30 32 0
47 29 88
27 50 46
38 19 20
35 21 5
2 20 93
23 33 74
0 11 45
21 27 38
19 0 22
9 11 83
8 47 97
47 26 30
40 16 22
3 29 52
48 30 45
7 1 39
45 21 9
4 6 6
15 7 15
16 0 29
5 17 99
42 3 73
33 23 17
13 6 85
47 4 67
2 1 44
6 9 42
15 27 50
9 29 80
45 50 51
47 42 92
11 5 77
33 32 10
22 25 15
50 14 2
11 29 68
50 17 18
28 38 27
17 48 67
49 21 64
2 23 40
17 44 20
37 51 54
21 43 22
38 17 16
9 40 38
51 38 31
42 1 70
35 47 22
39 42 89
35 42 5
30 10 28
16 34 52
18 24 0
7 44 66
24 36 17
16 49 32
18 48 65
17 42 75
4 42 1
37 18 56
2 31 20
16 5 95
35 6 17
10 16 30
10 48 13
25 21 35
48 21 52
42 9 94
17 18 11
45 28 48
18 36 42
51 13 37
51 16 41
39 16 63
51 41 83
5 33 62
32 43 18
48 39 59
14 50 21
47 5 33
34 30 57
40 45 64
28 7 63
27 34 26
28 0 76
30 31 73
0 47 69
23 46 67
21 30 27
30 42 94
1 35 31
34 45 13
0 32 48
22 1 70
41 35 91
47 33 11
13 37 98
24 45 77
44 25 20
29 3 15
26 6 7
25 2 30
48 2 26
45 30 61
33 39 67
14 26 96
3 13 70
2 34 88
47 3 29
25 49 51
18 11 4
32 13 50
18 49 97
44 5 59
0 7 92
42 11 25
41 37 63
51 33 38
51 20 6
18 14 84
43 2 65
2 50 61
24 23 4
36 0 10
25 24 46
15 1 64
39 24 3
25 33 82
6 22 89
45 37 26
22 49 62
37 17 4
12 40 54
6 42 23
34 42 12
12 13 30
6 25 52
44 22 65
35 17 94
19 20 83
13 35 5
39 23 2
8 25 79
37 11 69
1 33 65
8 0 72
21 49 14
39 43 52
24 42 87
45 17 99
2 3 87
42 49 78
38 48 64
32 3 56
49 12 59
36 19 12
40 32 16
40 2 50
11 37 92
20 45 86
10 47 98
21 19 67
23 49 13
7 6 72
45 4 57
28 35 14
29 17 60
31 12 16
0 10 51
5 14 54
41 33 51
43 1 29
38 49 33
37 35 35
19 15 49
39 34 9
37 44 51
9 51 81
10 17 73
0 14 68
23 26 70
9 31 51
15 38 2
8 51 32
7 26 87
48 46 69
32 31 44
14 42 73
32 37 69
1 7 1
16 39 1
22 35 24
46 5 9
16 21 37
49 6 67
12 16 14
27 45 92
38 37 3
49 13 48
51 43 85
19 42 67
3 27 41
42 37 43
46 34 99
50 11 71
22 26 5
11 9 3
27 0 50
25 39 0
6 32 83
31 34 53
3 40 67
26 33 64
6 13 42
11 28 35
21 28 25
3 17 56
5 47 53
26 41 34
51 4 27
7 18 43
14 34 4
0 42 71
32 17 89
34 22 6
31 18 36
45 16 87
10 14 44
15 46 53
23 51 32
31 41 92
4 10 92
24 29 59
25 1 19
2 40 81
12 33 9
24 21 73
22 36 2
43 40 27
14 33 43
48 31 69
41 2 34
30 48 1
3 48 31
8 22 48
48 51 83
50 25 36
23 50 61
14 21 97
2 46 19
38 50 65
11 46 56
3 16 31
31 32 28
41 4 79
50 40 6
39 19 4
5 8 20
24 27 43
8 26 65
27 28 14
47 16 0
24 13 68
29 8 93
50 37 92
28 6 67
44 21 20
36 40 36
27 12 76
41 9 13
22 51 44
20 17 37
16 51 91
16 20 22
4 44 60
13 39 87
30 49 21
48 26 59
10 3 69
18 20 35
39 13 90
42 45 9
43 33 64
13 2 11
10 15 39
36 26 11
17 2 71
0 29 9
19 7 98
10 6 12
36 41 42
1 2 15
0 20 22
25 20 7
26 8 41
23 42 3
19 50 87
33 43 1
36 28 74
32 30 57
21 8 98
29 1 61
38 24 40
11 18 25
11 24 4
2 43 72
30 50 45
25 9 28
49 37 82
32 8 89
37 10 29
21 41 43
35 38 18
18 8 26
18 42 3
40 20 9
20 47 70
6 3 98
40 24 96
10 12 99
40 15 90
19 21 23
38 43 68
22 5 19
47 46 65
23 2 35
12 50 24
37 7 18
14 23 48
46 44 1
38 2 47
5 2 12
40 26 30
12 36 75
36 22 26
18 37 86
4 47 20
19 8 76
39 11 44
30 13 84
18 10 52
3 51 14
28 14 99
18 7 67
33 38 21
42 6 23
41 18 81
20 9 47
4 2 20
44 3 76
40 4 49
3 31 33
24 4 92
51 26 40
32 39 49
43 32 96
0 33 17
49 11 59
45 39 7
14 27 59
19 31 93
43 31 98
30 18 31
30 40 30
7 45 44
2 41 69
3 6 3
17 40 14
32 15 25
16 30 60
14 51 2
30 37 94
23 41 48
42 50 47
26 12 75
1 36 98
36 11 52
45 15 60
43 51 82
31 8 68
34 5 91
10 26 39
13 10 18
11 25 5
1 12 30
2 35 96
5 40 44
36 27 41
51 47 19
29 18 16
24 50 43
24 32 91
26 20 34
33 51 27
43 37 61
27 24 74
4 18 81
25 11 66
32 46 51
3 4 93
42 22 28
35 23 14
13 41 62
22 15 5
40 28 12
9 21 43
28 20 23
41 29 99
7 2 73
31 28 58
0 41 62
5 20 27
30 17 9
15 12 31
13 17 20
16 50 56
40 34 27
11 1 77
41 40 32
1 17 73
5 21 61
38 41 6
1 24 25
27 30 3
41 44 13
6 14 46
23 36 90
19 43 45
13 27 86
21 17 13
1 47 39
11 40 62
42 35 38
32 45 76
46 6 74
21 7 37
33 37 80
21 31 5
46 36 37
27 10 93
40 17 5
38 44 23
23 29 36
44 46 53
36 32 21
30 7 78
35 43 48
0 25 8
28 47 59
13 45 2
3 42 79
37 9 77
31 1 29
30 41 43
38 18 52
29 0 60
24 43 71
34 37 19
20 12 17
23 20 12
15 14 21
4 8 71
35 39 66
3 9 92
10 32 7
1 20 73
0 2 75
9 8 1
23 24 51
48 7 10
25 38 79
2 0 76
8 29 78
28 17 16
39 15 10
19 12 82
3 8 51
46 0 90
1 22 49
15 23 56
29 15 42
49 30 89
5 46 97
51 24 8
31 27 67
37 5 18
50 29 86
29 48 67
18 28 73
39 50 46
19 9 73
48 41 72
27 165
5 9 22
12 8 25
8 15 84
16 26 88
2 7 40
9 24 45
2 24 37
17 1 65
6 22 47
18 7 87
20 15 70
14 22 58
19 12 13
22 25 69
21 11 67
2 17 8
4 18 84
15 9 73
5 19 86
16 14 96
15 6 93
0 16 71
4 25 87
17 8 58
14 17 3
0 17 47
14 25 26
26 6 72
1 7 13
18 20 86
14 26 46
10 6 15
22 16 7
20 22 17
26 3 59
23 2 45
14 19 48
5 18 26
16 23 21
14 18 56
13 23 19
20 8 41
24 12 37
20 5 65
11 23 91
16 20 88
23 1 52
22 15 74
14 4 19
3 22 10
25 21 78
0 22 89
12 2 11
21 20 91
21 9 90
22 23 30
10 16 53
5 21 66
22 17 97
10 5 18
17 22 64
24 14 1
23 6 50
3 6 51
12 26 12
15 24 91
23 12 19
22 20 11
0 18 82
9 8 40
16 13 67
24 0 33
21 1 6
14 24 99
13 9 95
16 7 82
3 14 5
22 9 90
10 13 91
2 16 79
6 11 78
4 5 38
4 15 96
5 3 76
18 21 64
5 24 74
5 25 86
16 12 91
4 14 51
3 5 53
19 25 96
1 15 54
15 5 74
8 1 10
0 12 32
21 15 34
26 9 46
7 12 38
26 2 36
7 10 90
13 8 90
19 1 22
3 19 57
15 13 53
17 12 29
24 7 3
8 19 83
16 25 92
10 26 91
16 9 66
9 20 7
24 10 49
7 15 36
10 4 10
0 3 26
18 23 14
5 12 26
7 26 29
4 16 29
15 22 49
17 21 85
26 11 28
19 15 28
23 11 33
8 22 51
1 3 4
20 11 32
0 21 52
11 19 96
11 6 34
25 9 96
2 9 82
3 23 64
1 23 30
25 23 4
9 23 76
16 21 74
8 13 73
8 5 82
5 17 93
22 21 4
15 2 29
25 3 79
17 25 18
21 14 79
6 8 35
2 26 54
12 14 62
26 19 70
0 7 58
24 1 14
24 25 47
13 6 26
1 25 22
23 25 83
15 20 47
24 6 62
0 6 58
21 10 97
19 3 21
6 2 59
5 10 66
11 14 31
19 18 19
13 26 81
96 2689
75 28 47
72 45 79
70 18 74
8 66 12
52 33 52
3 57 72
38 61 77
21 56 19
35 94 1
26 23 32
82 46 68
1 0 63
12 93 14
95 35 39
16 1 24
89 39 85
70 25 97
24 66 78
57 29 40
55 46 85
26 21 86
85 80 1
15 95 5
48 73 71
13 90 20
1 86 17
89 67 79
32 85 63
61 37 62
46 87 78
78 68 86
47 7 15
86 84 26
78 37 54
52 19 68
29 6 43
14 1 27
45 26 63
42 25 35
67 86 32
28 46 69
64 53 94
41 44 5
95 65 18
11 45 24
22 42 53
40 67 50
51 80 33
20 30 20
44 28 57
50 11 6
83 27 14
70 53 1
27 14 46
86 39 31
32 10 37
21 87 98
5 66 28
4 0 19
62 9 88
32 78 34
19 2 28
25 68 72
40 9 57
58 81 82
14 19 6
11 73 30
37 15 30
18 4 28
44 37 48
92 48 56
66 23 70
70 92 89
42 26 30
93 37 25
56 81 30
92 31 5
31 13 72
47 67 40
30 31 62
88 43 10
44 66 90
33 13 54
30 3 31
10 81 32
37 52 30
12 35 20
13 95 17
80 61 89
61 54 20
76 14 36
23 65 22
62 1 98
25 24 6
92 21 60
36 27 71
78 12 23
13 44 16
85 27 24
74 66 10
85 5 28
81 62 78
87 63 62
81 40 83
2 17 34
21 23 77
43 44 59
3 92 69
89 34 23
95 3 75
5 14 42
21 41 66
47 54 40
67 72 75
46 86 27
43 54 27
15 64 7
62 5 74
17 65 20
8 72 19
47 11 53
88 54 50
71 76 92
76 5 51
80 40 54
43 42 62
32 38 58
63 92 19
42 39 74
29 73 53
5 26 23
7 2 85
10 6 12
65 41 24
69 6 71
31 15 59
89 3 42
52 47 88
48 13 80
62 10 54
72 7 73
16 90 6
43 90 36
71 21 31
15 30 46
64 5 86
95 4 55
2 5 13
14 26 95
31 62 28
43 88 44
42 74 31
3 20 85
48 90 34
60 48 97
61 22 79
12 64 82
33 71 49
41 62 26
35 34 92
90 76 0
50 26 30
8 54 8
82 3 63
31 11 43
94 53 42
12 63 83
47 87 49
71 13 66
82 2 64
13 54 69
94 82 3
74 3 45
90 44 43
53 4 67
5 90 82
29 67 67
66 0 96
30 66 61
65 47 45
11 67 66
2 1 88
81 27 7
67 52 93
22 2 34
23 59 76
65 89 43
66 42 14
25 33 89
46 62 10
23 12 21
43 25 82
35 81 41
58 61 73
15 48 5
36 40 24
74 58 10
40 76 8
28 59 70
53 5 95
24 55 31
1 14 20
51 53 66
89 17 61
66 49 32
28 41 11
79 87 21
60 41 43
85 11 1
37 27 30
15 63 1
4 91 88
80 15 25
26 94 34
2 12 22
74 35 23
69 48 20
12 21 49
28 61 7
18 87 50
68 57 11
51 38 14
60 3 12
28 75 9
11 85 11
24 83 39
33 63 42
61 18 25
14 68 1
62 17 29
55 87 34
64 54 27
52 55 28
37 21 11
74 50 91
31 77 34
59 66 95
31 33 95
93 1 13
8 35 49
78 94 62
38 8 15
92 42 34
23 7 0
32 3 79
16 36 0
21 51 86
34 79 12
33 15 15
70 8 57
58 59 39
20 34 56
44 34 80
66 86 24
66 32 51
73 91 55
27 29 29
70 6 87
81 11 3
67 43 92
12 8 57
56 92 70
64 45 94
0 42 68
14 57 49
22 70 58
68 65 47
34 17 36
9 23 0
39 26 27
44 71 86
11 3 40
61 76 70
40 0 92
27 22 77
61 68 27
86 79 63
19 32 37
37 6 76
7 75 86
17 37 33
20 93 56
68 31 8
69 29 3
42 22 30
74 73 68
78 40 46
41 86 38
8 81 79
19 50 74
24 49 76
82 92 53
72 8 41
60 72 60
20 60 9
86 64 58
62 44 31
60 78 38
17 44 62
78 62 92
60 32 98
93 15 68
46 57 28
16 71 42
10 0 33
11 21 76
35 48 33
73 61 82
9 30 62
87 89 7
84 14 75
19 48 85
16 5 13
87 22 84
62 40 75
65 36 62
38 70 4
30 90 64
3 72 93
31 28 87
40 35 51
31 22 79
74 45 41
26 89 58
91 34 28
35 27 0
41 46 47
74 55 14
21 91 68
15 66 41
86 32 75
76 2 63
20 91 39
23 35 83
72 53 35
76 21 49
67 8 63
22 8 62
40 87 48
83 15 50
55 73 23
9 79 14
31 40 43
41 5 54
35 57 8
69 57 64
70 3 0
51 33 14
21 89 30
8 44 31
37 9 63
47 2 49
77 35 36
21 13 12
10 7 14
62 65 53
69 46 50
34 66 57
67 24 24
22 31 92
91 37 30
80 63 17
31 91 68
32 42 0
11 2 87
18 84 43
73 55 43
73 82 72
39 17 49
61 91 30
2 4 70
43 57 24
94 51 27
39 8 75
17 0 33
56 23 41
41 75 67
51 17 36
33 16 51
38 5 46
84 51 10
60 7 54
8 63 87
2 25 75
38 77 36
78 32 9
35 90 55
66 16 28
7 26 65
85 78 88
69 83 49
22 27 44
56 60 1
12 50 53
62 78 83
87 40 41
31 83 29
57 80 12
95 52 22
19 42 13
1 60 54
2 59 95
83 29 10
63 42 91
75 27 10
44 16 69
60 49 97
81 16 2
68 45 45
35 39 42
81 71 83
38 24 90
32 55 92
51 27 80
25 26 4
84 9 53
51 57 5
79 3 90
73 9 84
19 6 84
70 40 33
92 81 34
62 92 54
74 65 21
78 83 52
11 15 10
4 31 37
58 4 25
29 13 13
51 73 11
28 53 63
93 35 77
80 11 86
4 20 69
45 63 87
23 95 8
33 22 39
39 88 57
65 8 95
66 17 99
52 0 16
43 7 24
78 54 95
16 25 36
15 71 83
17 45 1
31 93 28
68 56 21
55 90 29
59 2 71
66 51 56
52 77 75
68 72 34
14 59 45
66 45 92
7 38 0
13 8 99
94 73 89
71 36 24
30 61 35
68 58 37
27 33 98
60 59 24
79 48 67
15 79 65
65 58 38
48 49 89
91 43 53
54 83 38
16 29 37
50 29 47
1 22 6
53 41 67
69 80 48
65 16 21
2 19 32
86 73 23
24 26 45
31 23 21
74 26 89
76 26 99
81 72 26
33 31 55
36 7 55
11 72 84
25 94 42
55 16 35
8 90 50
3 91 58
82 76 91
18 51 81
73 19 27
73 26 27
41 88 53
12 60 57
14 65 26
35 20 56
7 63 95
64 10 2
18 2 71
68 81 76
71 89 87
75 38 46
22 0 92
73 23 37
62 20 35
83 37 27
47 24 29
33 80 50
20 56 41
82 80 13
14 64 76
42 27 54
86 50 27
64 59 9
36 80 19
74 54 72
59 71 72
85 36 49
54 55 98
45 61 28
74 33 73
52 82 47
29 74 38
30 81 99
74 61 54
21 73 33
67 16 88
85 58 67
77 60 55
1 10 61
0 11 13
27 42 89
71 54 37
8 62 81
19 57 59
47 33 70
28 43 75
31 4 71
85 4 5
1 90 3
89 27 90
39 77 37
41 79 29
90 82 56
80 49 19
36 82 11
63 80 88
60 83 33
28 67 81
5 32 34
68 30 96
87 71 98
76 74 27
48 77 69
84 13 24
63 69 23
45 15 16
93 62 69
53 52 27
22 81 37
22 80 60
56 0 55
94 74 73
68 41 74
36 23 19
30 13 28
82 23 14
28 66 84
31 21 36
42 71 63
52 59 51
5 92 5
61 72 98
45 93 23
12 19 36
68 37 92
14 82 45
83 94 24
52 4 14
31 25 99
40 17 89
50 92 20
3 55 84
33 81 18
78 58 65
65 79 12
40 49 48
18 38 4
80 52 98
53 11 96
63 47 71
91 77 38
79 95 55
76 59 75
29 26 10
81 34 63
54 9 16
75 50 71
30 4 52
70 27 86
94 33 84
76 81 98
85 68 60
46 92 37
92 41 87
67 5 91
44 7 68
22 39 41
46 44 47
72 19 25
56 78 58
6 30 94
21 3 88
74 82 15
8 2 21
61 30 61
81 78 32
65 67 69
93 73 25
57 73 86
84 33 19
44 45 45
48 57 16
10 22 97
90 40 50
55 47 25
49 86 68
21 28 98
7 52 97
36 86 70
9 3 69
26 62 82
12 69 39
26 29 52
11 43 50
14 44 67
3 53 6
10 44 7
73 38 28
36 83 14
3 2 47
44 72 56
71 93 78
55 27 15
21 31 60
24 73 11
42 33 42
56 80 29
63 25 41
22 56 34
9 18 70
70 72 6
85 39 7
87 12 81
88 36 16
13 10 73
86 94 21
15 58 81
58 8 52
83 55 52
4 30 3
80 58 69
44 76 66
48 88 85
53 46 77
93 24 33
13 85 41
6 90 98
0 13 95
84 64 7
83 73 64
56 28 18
46 75 88
3 80 95
30 50 45
51 10 16
85 83 63
10 80 29
64 76 32
45 7 26
93 25 77
22 94 74
13 64 32
84 89 12
25 80 46
67 18 55
81 17 0
92 22 76
56 71 76
41 9 86
11 16 72
46 91 89
73 64 3
11 37 85
18 78 46
11 25 53
75 8 10
1 62 68
53 59 33
57 87 30
51 45 8
49 76 11
84 10 66
21 83 11
23 3 69
16 35 17
22 11 23
74 42 22
23 2 47
83 20 9
8 5 99
57 46 14
55 32 94
3 77 22
33 38 22
13 87 27
60 80 40
41 13 53
8 3 71
54 47 84
15 36 2
15 26 82
39 38 97
44 32 39
60 84 84
23 78 81
53 3 25
7 58 50
56 18 38
79 37 55
66 28 53
26 14 69
43 12 98
53 20 54
31 90 33
60 86 18
13 88 11
66 46 37
51 21 89
66 5 8
76 94 71
25 23 20
71 79 8
26 46 65
9 49 77
18 26 52
54 34 30
85 56 56
75 46 82
65 84 99
68 2 94
57 62 41
35 9 47
20 72 84
51 75 15
25 35 34
84 38 30
13 65 56
13 40 60
34 22 97
32 57 74
76 20 82
57 70 14
83 84 14
40 52 5
34 58 40
55 28 58
15 51 89
77 3 21
26 11 15
40 8 36
42 84 59
55 11 64
13 55 70
48 79 5
13 68 2
60 51 77
91 1 15
91 58 16
31 38 39
89 77 13
3 82 2
2 77 97
34 16 72
89 55 14
26 42 95
5 30 67
88 2 83
65 74 12
45 2 59
54 21 65
59 51 34
6 70 36
71 34 71
48 33 16
56 15 39
31 2 13
71 18 71
85 48 35
40 29 12
70 84 33
71 42 75
40 61 29
87 76 12
21 15 62
30 91 88
60 22 0
33 44 18
37 33 64
94 63 15
82 73 9
26 22 26
13 59 49
94 59 57
33 17 5
42 61 22
18 66 73
50 33 52
28 24 39
42 32 13
36 90 73
40 46 68
67 21 91
21 29 44
56 10 24
37 57 81
80 67 81
33 51 86
48 55 50
95 30 15
70 11 24
88 9 67
46 94 46
58 60 52
17 59 76
41 19 3
68 6 10
31 18 99
32 60 43
27 86 56
5 74 94
94 62 11
86 35 87
56 30 23
56 89 96
18 8 61
80 89 20
87 42 43
43 35 28
21 16 44
31 92 48
24 30 59
55 43 11
22 7 54
47 63 0
6 41 95
9 87 21
5 11 5
41 56 82
41 87 23
22 69 16
54 17 67
26 56 6
15 76 97
57 10 4
30 87 35
55 95 17
14 62 80
19 64 89
85 50 90
91 64 11
85 28 78
45 53 96
30 76 72
24 57 79
67 36 73
3 36 79
40 44 28
48 44 32
51 24 99
92 3 52
78 67 26
17 85 84
17 94 25
43 16 60
42 82 39
91 15 3
55 25 70
66 72 33
62 82 35
12 42 96
16 31 15
78 75 24
70 42 21
55 36 19
38 76 60
69 84 48
35 19 30
45 10 77
42 91 34
91 8 37
8 43 18
64 91 94
27 3 23
30 69 73
71 70 21
58 7 10
7 74 38
30 94 58
66 24 2
68 43 19
33 58 3
74 25 0
17 90 23
75 44 32
11 54 74
33 87 12
1 24 70
26 45 68
73 87 58
88 65 99
4 54 7
56 4 80
76 16 82
43 37 57
80 66 50
